lit_pretest,math_pretest,lit_posttest,math_posttest,ses,pct_frpl,yrsprek,yrsk,yrs1st,basicmath,childcentmath,childcentlit,basiclit
43.86,31.76,48.3,47.93,-0.15,2.83,0,2.5,2,-0.1776096,-0.222662998,-0.078149756,-0.517207145
36.77,34.33,44.96,54.34,1.61,2.83,0,2.5,2,-0.1776096,-0.222662998,-0.078149756,-0.517207145
41.71,34.36,50.16,47.78,0.37,2.83,0,2.5,2,-0.1776096,-0.222662998,-0.078149756,-0.517207145
35.07,26.91,42.65,37.86,1.81,2.83,1,8,0,-0.15400351,-0.234882297,0.106137964,-0.170251449
35.94,28.53,53.04,41.85,0.66,2.83,.5,18,0,-0.217818592,-0.028757858,0.077614908,0.111368929
47.85,37.23,61.83,58.09,0.5,2.83,.5,18,0,-0.217818592,-0.028757858,0.077614908,0.111368929
47.94,37.3,66.56,58.52,1.04,2.83,.5,18,0,-0.217818592,-0.028757858,0.077614908,0.111368929
49.96,48.58,65.4,53.35,2.27,2.83,.5,18,0,-0.217818592,-0.028757858,0.077614908,0.111368929
35.02,27.96,48.26,40.69,0.4,2.83,.5,18,0,-0.217818592,-0.028757858,0.077614908,0.111368929
39.3,29.33,51.94,40.3,-0.07,2.83,.5,18,0,-0.217818592,-0.028757858,0.077614908,0.111368929
37.09,24.93,46.28,31.26,0.65,2.83,0,6,0,-0.052176949,-0.075983361,0.233227328,0.005403707
42.63,32.24,51.51,45.28,-0.1,2.83,0,6,0,-0.052176949,-0.075983361,0.233227328,0.005403707
33.76,17.43,35.19,23.53,-0.21,2.83,0,6,0,-0.052176949,-0.075983361,0.233227328,0.005403707
28.54,30.73,36.27,39.61,-0.36,18.11,0,14,.5,0.17496187,-0.228344189,-0.17382013,0.111368929
32.32,30.43,36.77,41.98,0.51,18.11,0,14,.5,0.17496187,-0.228344189,-0.17382013,0.111368929
37.87,24.73,41.21,31.5,-0.46,18.11,0,14,.5,0.17496187,-0.228344189,-0.17382013,0.111368929
32.14,23.15,40.82,29.97,-0.62,18.11,0,14,.5,0.17496187,-0.228344189,-0.17382013,0.111368929
40.65,33.79,58.89,41.13,0.03,18.11,0,14,.5,0.17496187,-0.228344189,-0.17382013,0.111368929
35.19,32.32,49.74,41.84,0.63,18.11,0,14,.5,0.17496187,-0.228344189,-0.17382013,0.111368929
36.87,30.63,39.72,39.89,-0.47,18.11,0,14,.5,0.17496187,-0.228344189,-0.17382013,0.111368929
27.82,18.42,34.72,23.73,-0.33,18.11,0,14,.5,0.17496187,-0.228344189,-0.17382013,0.111368929
26.63,26.23,43.67,29.98,0.09,18.11,0,14,.5,0.17496187,-0.228344189,-0.17382013,0.111368929
37.55,26.34,48.56,39.35,0.13,18.11,0,14,.5,0.17496187,-0.228344189,-0.17382013,0.111368929
28.73,23.2,41.4,37.72,-0.62,18.11,0,14,.5,0.17496187,-0.228344189,-0.17382013,0.111368929
31.55,26.01,43.05,30.83,-0.83,18.11,0,8,10,-0.133631696,-0.275140726,-0.262428077,0.111368929
46.83,30.48,50.32,32.95,0.38,18.11,0,8,10,-0.133631696,-0.275140726,-0.262428077,0.111368929
39.42,27.9,46.34,46.95,-0.05,18.11,0,8,10,-0.133631696,-0.275140726,-0.262428077,0.111368929
31.27,25.23,37.03,38.11,0.23,18.11,0,8,10,-0.133631696,-0.275140726,-0.262428077,0.111368929
45.39,21.9,49.08,46.84,0.35,18.11,0,8,10,-0.133631696,-0.275140726,-0.262428077,0.111368929
31.42,20.13,35.03,23.55,-0.71,18.11,0,8,10,-0.133631696,-0.275140726,-0.262428077,0.111368929
28.83,30.29,45.66,41.55,0.71,18.11,0,8,10,-0.133631696,-0.275140726,-0.262428077,0.111368929
34.42,28.03,50.57,31.08,0.33,18.11,0,8,10,-0.133631696,-0.275140726,-0.262428077,0.111368929
29.1,23.84,38.34,36.56,0.88,18.11,0,8,10,-0.133631696,-0.275140726,-0.262428077,0.111368929
29.87,23.52,40.01,31.12,0.2,18.11,0,8,10,-0.133631696,-0.275140726,-0.262428077,0.111368929
33.92,24.03,44.4,28.38,-0.65,65.45,0,3,1,0.003536576,0.105166936,0.146095146,0.111368929
29.14,24.56,32.51,38.36,-0.31,65.45,0,3,1,0.003536576,0.105166936,0.146095146,0.111368929
30.61,16.58,44.58,25.52,-1.07,65.45,0,3,1,0.003536576,0.105166936,0.146095146,0.111368929
27.36,18.52,32.95,26.25,-0.31,65.45,0,3,1,0.003536576,0.105166936,0.146095146,0.111368929
32.12,24.18,38.12,26.59,0.23,65.45,0,3,1,0.003536576,0.105166936,0.146095146,0.111368929
34.77,19.23,36.49,21.06,-0.62,65.45,0,3,1,0.003536576,0.105166936,0.146095146,0.111368929
30.03,23.2,39.77,46.66,-0.47,65.45,0,22,6,-0.118334286,-0.265458848,0.010606521,-0.170251449
36.76,36.69,59.09,53.6,-0.74,65.45,0,22,6,-0.118334286,-0.265458848,0.010606521,-0.170251449
36.5,30.6,41.03,32.61,-0.74,65.45,0,22,6,-0.118334286,-0.265458848,0.010606521,-0.170251449
31.57,33.36,56.16,51.02,-0.33,65.45,0,22,6,-0.118334286,-0.265458848,0.010606521,-0.170251449
34.16,28.03,45.09,33.71,-1.39,65.45,0,22,6,-0.118334286,-0.265458848,0.010606521,-0.170251449
34.93,24,37.44,29.22,0.35,65.45,0,22,6,-0.118334286,-0.265458848,0.010606521,-0.170251449
29.25,21.74,29.8,39.6,-0.3,49.23,0,26,.5,-0.210194428,0.052448083,0.053445497,0.111368929
34.17,28.88,49.6,41.87,0.47,49.23,0,26,.5,-0.210194428,0.052448083,0.053445497,0.111368929
32.05,21.64,39.39,30.02,-0.5,49.23,0,26,.5,-0.210194428,0.052448083,0.053445497,0.111368929
31.84,29.94,48.37,35,-0.34,49.23,0,26,.5,-0.210194428,0.052448083,0.053445497,0.111368929
30.02,21.06,34.47,25.62,-0.61,49.23,0,26,.5,-0.210194428,0.052448083,0.053445497,0.111368929
43.78,31.57,63.5,45.96,-0.8,49.23,0,26,.5,-0.210194428,0.052448083,0.053445497,0.111368929
37.44,33.99,48.14,53.23,-0.71,49.23,0,26,.5,-0.210194428,0.052448083,0.053445497,0.111368929
21.93,12.7,24.4,14.34,-1.38,49.23,0,26,.5,-0.210194428,0.052448083,0.053445497,0.111368929
32.84,19.57,46.05,41.43,-0.38,49.23,0,1,0,0.277290173,0.153613991,0.238292513,0.111368929
33.07,47.23,38.34,46.07,-0.26,49.23,0,1,0,0.277290173,0.153613991,0.238292513,0.111368929
37.49,26.21,43.3,36.16,-0.49,49.23,0,1,0,0.277290173,0.153613991,0.238292513,0.111368929
39.83,30.47,51.96,47.35,-0.34,49.23,0,1,0,0.277290173,0.153613991,0.238292513,0.111368929
35.96,27.64,44.43,32.17,-0.28,49.23,0,1,0,0.277290173,0.153613991,0.238292513,0.111368929
34.47,28.04,48.34,39.54,-0.29,49.23,0,1,0,0.277290173,0.153613991,0.238292513,0.111368929
54.73,31.32,58.86,42.55,-0.36,49.23,0,1,0,0.277290173,0.153613991,0.238292513,0.111368929
26.72,17.02,34.56,26.35,-1.63,49.23,0,1,0,0.277290173,0.153613991,0.238292513,0.111368929
26.22,20.21,40.32,26.16,-0.9,49.23,0,1,0,0.277290173,0.153613991,0.238292513,0.111368929
23.4,15.48,25.74,20.93,-0.67,49.23,0,1,0,0.277290173,0.153613991,0.238292513,0.111368929
102.8,38.58,114.18,51.7,0.98,3.93,0,9,0,-0.31780464,-0.626665174,-0.450849998,0.111368929
31.7,18.35,38.42,29.67,0.13,3.93,0,9,0,-0.31780464,-0.626665174,-0.450849998,0.111368929
36.59,26.99,50.25,39.59,-0.1,3.93,0,9,0,-0.31780464,-0.626665174,-0.450849998,0.111368929
36.95,41.3,52.58,81.29,-0.08,3.93,0,9,0,-0.31780464,-0.626665174,-0.450849998,0.111368929
32.1,26.62,39.05,38.75,-0.09,3.93,0,9,0,-0.31780464,-0.626665174,-0.450849998,0.111368929
41.89,45.12,58.62,43.34,0.75,3.93,0,9,0,-0.31780464,-0.626665174,-0.450849998,0.111368929
43.32,40.42,53.89,79.96,-0.05,3.93,0,9,0,-0.31780464,-0.626665174,-0.450849998,0.111368929
43.51,31.82,47.2,43.49,0.45,3.93,0,9,0,-0.31780464,-0.626665174,-0.450849998,0.111368929
42.54,36.4,50.85,38.19,-0.31,3.93,0,9,0,-0.31780464,-0.626665174,-0.450849998,0.111368929
24.98,17.76,42.67,28.12,0.95,3.93,0,9,0,-0.31780464,-0.626665174,-0.450849998,0.111368929
50.87,42.63,66.36,75.89,0.79,3.93,0,9,0,-0.31780464,-0.626665174,-0.450849998,0.111368929
32.55,30.68,51.85,33.27,0.47,3.93,0,9,0,-0.31780464,-0.626665174,-0.450849998,0.111368929
45.24,32.95,72.06,48.6,0.47,3.93,0,9,0,-0.31780464,-0.626665174,-0.450849998,0.111368929
32.82,29.75,53.45,47.88,-0.01,3.93,0,9,0,-0.31780464,-0.626665174,-0.450849998,0.111368929
41.69,32.21,56.03,51.67,0.59,3.93,0,9,0,-0.31780464,-0.626665174,-0.450849998,0.111368929
37.29,42.39,50.22,57.78,0.75,3.93,0,9,0,-0.31780464,-0.626665174,-0.450849998,0.111368929
49.55,33.75,57.38,51.51,-0.45,3.93,0,9,0,-0.31780464,-0.626665174,-0.450849998,0.111368929
29.05,23.46,48.78,38.01,0.45,3.93,0,9,0,-0.31780464,-0.626665174,-0.450849998,0.111368929
38.79,35.54,51.06,40.62,-0.05,3.93,0,9,0,-0.31780464,-0.626665174,-0.450849998,0.111368929
35.75,28.33,51.35,43.75,-0.38,3.93,0,9,0,-0.31780464,-0.626665174,-0.450849998,0.111368929
28.71,29.57,52.65,36.2,0.47,3.93,0,9,0,-0.31780464,-0.626665174,-0.450849998,0.111368929
41.5,31.94,54.12,34.78,0.85,3.93,0,9,0,-0.31780464,-0.626665174,-0.450849998,0.111368929
66.67,74.95,75.76,110.7,0.72,3.93,0,9,0,-0.31780464,-0.626665174,-0.450849998,0.111368929
33.62,26.51,39.55,32.05,-0.31,3.93,0,9,0,-0.31780464,-0.626665174,-0.450849998,0.111368929
38.08,36.43,40.18,46.28,0.14,13.64,0,9.5,.5,-0.111037636,-0.378725081,-0.228827401,0.111368929
44.73,51.83,63.61,81.23,1,13.64,0,9.5,.5,-0.111037636,-0.378725081,-0.228827401,0.111368929
36.52,32.97,52.07,44.68,0.55,13.64,0,9.5,.5,-0.111037636,-0.378725081,-0.228827401,0.111368929
33.24,25.76,42.06,46.64,0.33,13.64,0,9.5,.5,-0.111037636,-0.378725081,-0.228827401,0.111368929
36.11,26.73,50.13,37.37,0.36,13.64,0,9.5,.5,-0.111037636,-0.378725081,-0.228827401,0.111368929
39.18,47.19,51.9,52.17,0.25,13.64,0,9.5,.5,-0.111037636,-0.378725081,-0.228827401,0.111368929
39.25,37.43,61.01,48.87,-0.12,13.64,0,9.5,.5,-0.111037636,-0.378725081,-0.228827401,0.111368929
46.21,61.31,67.31,71.4,-0.63,13.64,0,9.5,.5,-0.111037636,-0.378725081,-0.228827401,0.111368929
48.02,44.49,65.74,50.97,1.16,13.64,0,9.5,.5,-0.111037636,-0.378725081,-0.228827401,0.111368929
40.95,36.85,61.32,62.93,0.83,13.64,0,9.5,.5,-0.111037636,-0.378725081,-0.228827401,0.111368929
43.2,37.4,52.59,42.63,0.55,13.64,0,9.5,.5,-0.111037636,-0.378725081,-0.228827401,0.111368929
27.97,19.76,34.37,28.37,-0.47,7.43,0,12,0,-0.166813925,-0.178846629,-0.014327976,-0.455124191
39.3,28.62,59.21,42.06,0.38,7.43,0,12,0,-0.166813925,-0.178846629,-0.014327976,-0.455124191
32.57,23.49,38.11,36.82,-0.57,7.43,0,12,0,-0.166813925,-0.178846629,-0.014327976,-0.455124191
37.54,33.43,52.38,50.08,1.15,7.43,0,12,0,-0.166813925,-0.178846629,-0.014327976,-0.455124191
39.14,37.88,51.53,49.04,0.36,7.43,0,12,0,-0.166813925,-0.178846629,-0.014327976,-0.455124191
32.41,25.84,38.1,45.89,-0.22,7.43,0,12,0,-0.166813925,-0.178846629,-0.014327976,-0.455124191
46.06,41.39,52.15,73.42,-0.05,7.43,0,12,0,-0.166813925,-0.178846629,-0.014327976,-0.455124191
38.49,26.59,40.4,25.82,-0.52,7.43,0,12,0,-0.166813925,-0.178846629,-0.014327976,-0.455124191
25.41,18.46,31.25,29.53,-0.31,7.43,0,12,0,-0.166813925,-0.178846629,-0.014327976,-0.455124191
31.69,19.97,40.86,29.67,-0.49,7.43,0,12,0,-0.166813925,-0.178846629,-0.014327976,-0.455124191
23.77,15.99,34.02,27.84,-0.09,7.43,0,12,0,-0.166813925,-0.178846629,-0.014327976,-0.455124191
29.89,12.18,31.31,19.87,-0.38,7.43,0,12,0,-0.166813925,-0.178846629,-0.014327976,-0.455124191
34.69,29.57,65.8,64.67,-0.16,7.43,0,7,2,-0.248475794,-0.051045308,0.141537742,0.111368929
34.28,28.59,44.63,39.95,-0.31,7.43,0,7,2,-0.248475794,-0.051045308,0.141537742,0.111368929
34.41,27.27,44.78,43.44,-0.07,7.43,0,7,2,-0.248475794,-0.051045308,0.141537742,0.111368929
30.17,36.72,46.57,62.02,-0.04,7.43,0,7,2,-0.248475794,-0.051045308,0.141537742,0.111368929
34.02,32.56,48.38687,52.50589,0,7.43,0,7,2,-0.248475794,-0.051045308,0.141537742,0.111368929
27.71,18.55,39.58,33.13,-0.22,7.43,0,7,2,-0.248475794,-0.051045308,0.141537742,0.111368929
42.55,33.63,48.02,56.75,0.12,7.43,0,7,2,-0.248475794,-0.051045308,0.141537742,0.111368929
38.57,37.14,52.19,56.81,0.45,7.43,0,7,2,-0.248475794,-0.051045308,0.141537742,0.111368929
30.63,25.66,45.14,41.42,0.02,7.43,0,7,2,-0.248475794,-0.051045308,0.141537742,0.111368929
35.84,34.93,44.68,41.08,-0.22,7.43,0,7,2,-0.248475794,-0.051045308,0.141537742,0.111368929
32.36,26.33,37.57,43.72,0.25,7.43,0,7,2,-0.248475794,-0.051045308,0.141537742,0.111368929
27.79,20.42,37.46,30.96,0.57,7.43,0,7,2,-0.248475794,-0.051045308,0.141537742,0.111368929
24.05,19.07,42.3,26.5,-0.88,52.53,5,6,6,-0.626190701,0.093618208,0.42406292,0.111368929
,,61.8,30.64,-0.65,52.53,5,6,6,-0.626190701,0.093618208,0.42406292,0.111368929
,,19.87346,18.65034,-0.38,52.53,5,6,6,-0.626190701,0.093618208,0.42406292,0.111368929
30.81,19.28,41.81,28.36,0.09,52.53,5,6,6,-0.626190701,0.093618208,0.42406292,0.111368929
,,40.28,36.73,-0.61,52.53,5,6,6,-0.626190701,0.093618208,0.42406292,0.111368929
,,27.65282,30.04555,-1.23,52.53,5,6,6,-0.626190701,0.093618208,0.42406292,0.111368929
30.3,18.57,39.4,35.02,-0.26,52.53,5,6,6,-0.626190701,0.093618208,0.42406292,0.111368929
35.06,15.32,38.72,19.24,-0.35,52.53,5,6,6,-0.626190701,0.093618208,0.42406292,0.111368929
34.36,25.35,65.95,30.16,0.93,52.53,5,6,6,-0.626190701,0.093618208,0.42406292,0.111368929
38.69,25.76,49.44,41.21,-0.58,52.53,5,6,6,-0.626190701,0.093618208,0.42406292,0.111368929
,,38.58,22.99,-0.19,52.53,2,2,1,-0.626190701,0.187946701,0.39318655,0.111368929
32.7,25.28,42.47,32.24,-0.7,52.53,2,2,1,-0.626190701,0.187946701,0.39318655,0.111368929
32.81,24.57,41.81,30,-0.21,52.53,2,2,1,-0.626190701,0.187946701,0.39318655,0.111368929
,,54.54,43.69,0.2,52.53,2,2,1,-0.626190701,0.187946701,0.39318655,0.111368929
24.8,18.52,38.85,33.3,-0.77,52.53,2,2,1,-0.626190701,0.187946701,0.39318655,0.111368929
26.94,19.89,37.34,27.84,0,52.53,2,2,1,-0.626190701,0.187946701,0.39318655,0.111368929
,,44.68,36.06,-0.61,52.53,2,2,1,-0.626190701,0.187946701,0.39318655,0.111368929
40.56,30.89,60.5,32.04,,52.53,2,2,1,-0.626190701,0.187946701,0.39318655,0.111368929
34.22,22.96,41.83,30.79,-0.52,52.53,2,2,1,-0.626190701,0.187946701,0.39318655,0.111368929
32.84,16.48,40.97,29.5,-0.48,52.53,2,2,1,-0.626190701,0.187946701,0.39318655,0.111368929
33.46,25.04,42.03,30.66,0.01,52.53,1,9,11,-0.126190305,0.044396038,0.231276244,-0.299045317
,,32.23,24.72,-0.05,11.48,7,7,0,0.065424031,-0.194379171,-0.045465728,-0.24164298
,,61.588,42.79495,,11.48,7,7,0,0.065424031,-0.194379171,-0.045465728,-0.24164298
25.24,13.16,32.17,17.82,-0.16,11.48,7,7,0,0.065424031,-0.194379171,-0.045465728,-0.24164298
39.44,29.22,45.29,41.69,0.89,11.48,7,7,0,0.065424031,-0.194379171,-0.045465728,-0.24164298
43.94,29.45,48.96,34.59,-0.18,11.48,7,7,0,0.065424031,-0.194379171,-0.045465728,-0.24164298
29.2,19.51,36.18,39.4,-0.03,11.48,7,7,0,0.065424031,-0.194379171,-0.045465728,-0.24164298
35.98,29.91,39.88,32.63,-0.19,11.48,7,7,0,0.065424031,-0.194379171,-0.045465728,-0.24164298
26.38,19.05,35.75,27.43,-0.41,11.48,7,7,0,0.065424031,-0.194379171,-0.045465728,-0.24164298
26.08,17.71,31.3,25.26,0.56,11.48,7,7,0,0.065424031,-0.194379171,-0.045465728,-0.24164298
32.42,28.71,36.4,43.71,-0.43,11.48,7,7,0,0.065424031,-0.194379171,-0.045465728,-0.24164298
33.6,20.15,41.32,27.36,-0.21,11.48,7,7,0,0.065424031,-0.194379171,-0.045465728,-0.24164298
34.93,30.64,36.45,40.02,1.52,11.48,7,7,0,0.065424031,-0.194379171,-0.045465728,-0.24164298
43.5,38.11,44.89,54.29,-0.39,11.48,7,7,0,0.065424031,-0.194379171,-0.045465728,-0.24164298
29.17,27.83,45.65,42.29,0.15,11.48,7,7,0,0.065424031,-0.194379171,-0.045465728,-0.24164298
35.36,36.89,43,58.7,1.03,11.48,7,7,0,0.065424031,-0.194379171,-0.045465728,-0.24164298
38.43,23.26,45.79,32.8,-0.61,11.48,7,7,0,0.065424031,-0.194379171,-0.045465728,-0.24164298
,,47.84678,29.71338,-0.81,38.86,0,20,12,-0.166813925,-0.269788725,0.234003705,-0.429267438
,,44.27,37.58,-1.1,38.86,0,20,12,-0.166813925,-0.269788725,0.234003705,-0.429267438
,,39.21,28.75,-0.62,38.86,0,20,12,-0.166813925,-0.269788725,0.234003705,-0.429267438
,,28.09,30.04,-1,38.86,0,20,12,-0.166813925,-0.269788725,0.234003705,-0.429267438
,,43.26145,43.39159,-0.65,38.86,0,20,12,-0.166813925,-0.269788725,0.234003705,-0.429267438
,,33.39,26.75,-0.99,38.86,0,20,12,-0.166813925,-0.269788725,0.234003705,-0.429267438
31.88,27.55,43.8,33.68,-0.26,38.86,0,20,12,-0.166813925,-0.269788725,0.234003705,-0.429267438
26.19,24.2,34.5,33.55,0.21,38.86,0,20,12,-0.166813925,-0.269788725,0.234003705,-0.429267438
44.07,28.25,57.5,45.51,0.72,38.86,0,20,12,-0.166813925,-0.269788725,0.234003705,-0.429267438
,,37.5,27.15,-1,38.86,2,4,0,-0.016237838,-0.047975125,0.213238566,0.111368929
39.69,24.67,40.81,32.82,-0.62,38.86,2,4,0,-0.016237838,-0.047975125,0.213238566,0.111368929
,,47.54,38.94,-0.86,38.86,2,4,0,-0.016237838,-0.047975125,0.213238566,0.111368929
35.87,25.54,47.56,36.25,0.2,38.86,2,4,0,-0.016237838,-0.047975125,0.213238566,0.111368929
30.14,19.4,44.57,36.49,-0.14,38.86,2,4,0,-0.016237838,-0.047975125,0.213238566,0.111368929
,,53.85879,44.78132,-0.91,38.86,0,4,0,-0.016237838,-0.067891704,0.418060885,-0.315695236
,,47.19561,51.67748,-0.84,38.86,0,4,0,-0.016237838,-0.067891704,0.418060885,-0.315695236
,,51.17502,48.05575,-0.41,38.86,0,4,0,-0.016237838,-0.067891704,0.418060885,-0.315695236
,,42.06,35.49,-1.05,38.86,0,4,0,-0.016237838,-0.067891704,0.418060885,-0.315695236
,,43.15281,36.56992,-0.82,38.86,0,4,0,-0.016237838,-0.067891704,0.418060885,-0.315695236
,,36.85,29.5,-1.43,38.86,0,4,0,-0.016237838,-0.067891704,0.418060885,-0.315695236
25.78,18.58,38.17,23.29,1.28,38.86,0,4,0,-0.016237838,-0.067891704,0.418060885,-0.315695236
34.22,23.87,43.15,25.88,0.3,38.86,0,4,0,-0.016237838,-0.067891704,0.418060885,-0.315695236
32.29,22.48,42.1,29.6,1.35,38.86,0,4,0,-0.016237838,-0.067891704,0.418060885,-0.315695236
24.64,17,42.78,30.01,,7.63,0,8,2,0.182697497,0.230189263,0.489129199,0.111368929
36.6,38.44,59.12,41.81,0.25,7.63,0,8,2,0.182697497,0.230189263,0.489129199,0.111368929
36.84,33.41,52.12,50.18,0.3,7.63,0,8,2,0.182697497,0.230189263,0.489129199,0.111368929
30.44,23.25,43.2,28.53,-0.82,7.63,0,8,2,0.182697497,0.230189263,0.489129199,0.111368929
34.06,38.14,46.03,50.13,0.94,7.63,0,8,2,0.182697497,0.230189263,0.489129199,0.111368929
44.57,37.79,53.48,50.96,0.68,7.63,0,8,2,0.182697497,0.230189263,0.489129199,0.111368929
39.35,29.07,46.81,42.25,0.1,7.63,0,8,2,0.182697497,0.230189263,0.489129199,0.111368929
29.3,25.89,48.79,33.7,-0.14,7.63,0,8,2,0.182697497,0.230189263,0.489129199,0.111368929
41.71,41.63,53.19,58.32,0.64,7.63,0,8,2,0.182697497,0.230189263,0.489129199,0.111368929
77.18,36.53,107.27,42.64,-0.25,7.63,0,8,2,0.182697497,0.230189263,0.489129199,0.111368929
35.65,42.25,55.96,63.02,0.74,7.63,8,6,0,0.282181804,0.230189263,0.429150119,0.111368929
38.1,30.85,57.29,53.99,-0.39,7.63,8,6,0,0.282181804,0.230189263,0.429150119,0.111368929
36,30.92,54.35,41.37,0.61,7.63,8,6,0,0.282181804,0.230189263,0.429150119,0.111368929
94.66,50.75,95.21,50.47,0.74,7.63,8,6,0,0.282181804,0.230189263,0.429150119,0.111368929
27.8,19.17,42,32.33,-0.49,7.63,8,6,0,0.282181804,0.230189263,0.429150119,0.111368929
35.06,26.47,38.35,29.22,-0.27,7.63,8,6,0,0.282181804,0.230189263,0.429150119,0.111368929
34.17,28.42,48.13,39.47,0.19,7.63,8,6,0,0.282181804,0.230189263,0.429150119,0.111368929
28.27,29.14,45.84,52.21,0.26,7.63,8,6,0,0.282181804,0.230189263,0.429150119,0.111368929
38.5,36.72,63.72,54.1,-0.5,7.63,8,6,0,0.282181804,0.230189263,0.429150119,0.111368929
44.06,28.64,58.51,40.68,0.1,7.63,8,6,0,0.282181804,0.230189263,0.429150119,0.111368929
,,51.33506,52.63731,-0.75,13.61,15,2,0,-0.207852173,0.036710986,0.326663658,0.111368929
30.28,21.81,50.04,42.96,0.77,13.61,15,2,0,-0.207852173,0.036710986,0.326663658,0.111368929
,,43.96,38.56,-0.38,13.61,15,2,0,-0.207852173,0.036710986,0.326663658,0.111368929
86.3,53.86,94.5,94.14,1.17,13.61,15,2,0,-0.207852173,0.036710986,0.326663658,0.111368929
49.1,33.41,76.44,43.03,1.91,13.61,15,2,0,-0.207852173,0.036710986,0.326663658,0.111368929
38.99,27.34,53.09,34.17,1.21,13.61,15,2,0,-0.207852173,0.036710986,0.326663658,0.111368929
82.78,41.4,118.1,60.35,-0.97,13.61,0,1,0,-0.05961834,-0.165665402,0.203393197,0.111368929
28.49,19.8,46.12,27.71,-0.48,13.61,0,1,0,-0.05961834,-0.165665402,0.203393197,0.111368929
34.14,29.28,50.76,41.04,-0.74,13.61,0,1,0,-0.05961834,-0.165665402,0.203393197,0.111368929
,,37.37,39.46,-1.04,13.61,2,12,0,-0.164471671,0.052207454,0.082901816,0.111368929
39.85,40.97,62.68,48.13,0.04,13.61,2,12,0,-0.164471671,0.052207454,0.082901816,0.111368929
53.12,44.29,70.57,50.89,1.04,13.61,2,12,0,-0.164471671,0.052207454,0.082901816,0.111368929
40.23,29.72,50.88,46.72,-0.19,13.61,2,12,0,-0.164471671,0.052207454,0.082901816,0.111368929
45.74,43.61,66.51,63.34,-0.87,13.61,1,7,0,0.151770409,0.35714028,0.10890117,0.046257868
39.03,34.7,53.65,41.78,-0.21,13.61,1,7,0,0.151770409,0.35714028,0.10890117,0.046257868
35.82,17.43,47.06,29.51,-0.52,13.61,1,7,0,0.151770409,0.35714028,0.10890117,0.046257868
38.38,36,48.33,59.57,1.16,13.61,1,7,0,0.151770409,0.35714028,0.10890117,0.046257868
50.68,55.33,61.98,73.73,0.61,13.61,1,7,0,0.151770409,0.35714028,0.10890117,0.046257868
41.17,28.1,52.32,48.03,0.79,4.15,0,9,0,-0.116614165,-0.314144261,-0.553322836,0.111368929
39.36,31.04,42.94,35.96,1.85,4.15,0,9,0,-0.116614165,-0.314144261,-0.553322836,0.111368929
32.06,22.53,46.52,45.49,-0.58,4.15,0,9,0,-0.116614165,-0.314144261,-0.553322836,0.111368929
36.45,30.59,53.03,48.55,-0.44,4.15,0,9,0,-0.116614165,-0.314144261,-0.553322836,0.111368929
47.67,41.27,67.91,55.38,1.22,4.15,0,9,0,-0.116614165,-0.314144261,-0.553322836,0.111368929
36.49,44.82,51.29,51.36,-0.59,4.15,0,9,0,-0.116614165,-0.314144261,-0.553322836,0.111368929
45.87,35.86,52.75,42.65,1.85,4.15,0,9,0,-0.116614165,-0.314144261,-0.553322836,0.111368929
40.69,35.2,53.08,44.32,0.81,4.15,0,9,0,-0.116614165,-0.314144261,-0.553322836,0.111368929
50.66,45.16,56.69,53.76,-0.22,4.15,0,9,0,-0.116614165,-0.314144261,-0.553322836,0.111368929
38.43,37.68,43,49.37,0.38,4.15,0,9,0,-0.116614165,-0.314144261,-0.553322836,0.111368929
36.79,34.66,43.5,45.52,1.95,4.15,0,9,0,-0.116614165,-0.314144261,-0.553322836,0.111368929
33.53,32.95,49.37,39.16,-0.3,4.15,0,9,0,-0.116614165,-0.314144261,-0.553322836,0.111368929
33.32,30.23,48.86,41.34,-0.31,4.15,0,9,0,-0.116614165,-0.314144261,-0.553322836,0.111368929
41.71,29.89,46.76,42.96,0.57,4.15,0,9,0,-0.116614165,-0.314144261,-0.553322836,0.111368929
36.63,41.58,47.73,40.92,-0.14,4.15,0,9,0,-0.116614165,-0.314144261,-0.553322836,0.111368929
34.83,32.88,40.89,42.48,1.02,4.15,0,9,0,-0.116614165,-0.314144261,-0.553322836,0.111368929
35.24,42.35,38.24,63.55,0.78,4.15,0,9,0,-0.116614165,-0.314144261,-0.553322836,0.111368929
36.42,38.08,43.34,46.73,1.04,4.15,0,9,0,-0.116614165,-0.314144261,-0.553322836,0.111368929
35.99,27.59,47.17,41.75,-0.01,4.15,0,9,0,-0.116614165,-0.314144261,-0.553322836,0.111368929
26.9,22.68,40.94,30.77,,4.15,0,9,0,-0.116614165,-0.314144261,-0.553322836,0.111368929
33,22.47,49.41,32.02,-0.31,4.15,0,9,0,-0.116614165,-0.314144261,-0.553322836,0.111368929
26.58,21.84,41.86,33.41,-0.1,4.15,0,9,0,-0.116614165,-0.314144261,-0.553322836,0.111368929
39.68,42.63,48.75,52.14,0.48,4.15,0,9,0,-0.116614165,-0.314144261,-0.553322836,0.111368929
40.22,33.99,57.97,53.87,0.84,4.15,0,9,0,-0.116614165,-0.314144261,-0.553322836,0.111368929
26.37,20.19,29.06,27.58,-0.56,13.68,0,25.5,0,-0.25357493,-0.138421274,-0.525904439,-0.129397287
26.57,20.59,35.84,25.03,0.08,13.68,0,25.5,0,-0.25357493,-0.138421274,-0.525904439,-0.129397287
