lit_pretest,math_pretest,lit_posttest,math_posttest,ses,pct_frpl,yrsprek,yrsk,yrs1st,basicmath,childcentmath,childcentlit,basiclit
36.58,39.54,49.37,50.1,1.49,0,0,2,0,0.256623739,0.048819703,0.18139767,0.020401115
50.82,44.44,83.5,58.93,1.56,0,0,2,0,0.256623739,0.048819703,0.18139767,0.020401115
40.68,28.57,40.41,32.81,1.61,0,0,2,0,0.256623739,0.048819703,0.18139767,0.020401115
34.72,26.62,42.06,34.37,1.04,0,0,2,0,0.256623739,0.048819703,0.18139767,0.020401115
38.28,40.88,50.4,38.86,1.99,0,0,2,0,0.256623739,0.048819703,0.18139767,0.020401115
32.57,23.57,34.14,35.25,1.55,0,0,2,0,0.256623739,0.048819703,0.18139767,0.020401115
31.98,19.65,32.84,23.6,0.62,0,0,2,0,0.256623739,0.048819703,0.18139767,0.020401115
32.49,20.82,38.52,29.09,-0.21,0,0,2,0,0.256623739,0.048819703,0.18139767,0.020401115
33.3,26.85,36.72,32.22,1.41,0,0,2,0,0.256623739,0.048819703,0.18139767,0.020401115
65.92,47.36,84.61,59.89,1.08,0,0,2,0,0.256623739,0.048819703,0.18139767,0.020401115
62.43,62.32,99.43,78.65,2.26,0,0,2,0,0.256623739,0.048819703,0.18139767,0.020401115
34.2,22.27,39.87,27.44,0.43,0,0,2,0,0.256623739,0.048819703,0.18139767,0.020401115
38.8,32.57,51.60605,53.28426,1.61,0,0,2,0,0.256623739,0.048819703,0.18139767,0.020401115
43.01,33.26,46.24,35.24,0.54,46.2,1,8,0,0.003536576,0.080915744,-0.109165659,0.111368929
32.44,23.7,40.93,31.04,-0.62,46.2,1,8,0,0.003536576,0.080915744,-0.109165659,0.111368929
27.81,18.64,39.6,25.58,0.15,46.2,1,8,0,0.003536576,0.080915744,-0.109165659,0.111368929
32.05,20.27,40.36,23.57,-0.24,46.2,1,8,0,0.003536576,0.080915744,-0.109165659,0.111368929
26.85,25.83,33.15,34.26,-0.19,46.2,1,8,0,0.003536576,0.080915744,-0.109165659,0.111368929
32.96,21.4,37.47,30.99,-0.74,46.2,1,8,0,0.003536576,0.080915744,-0.109165659,0.111368929
43.8,34.63,51.26,40.13,-0.47,46.2,1,8,0,0.003536576,0.080915744,-0.109165659,0.111368929
37.42,29.9,46.36,39.68,-0.41,46.2,1,8,0,0.003536576,0.080915744,-0.109165659,0.111368929
36.05,27.04,43.43,42.97,-0.12,46.2,1,8,0,0.003536576,0.080915744,-0.109165659,0.111368929
30.98,30.43,40.15,33.61,-0.64,46.2,1,8,0,0.003536576,0.080915744,-0.109165659,0.111368929
30.73,25.25,44.35,38.75,-0.65,46.2,1,8,0,0.003536576,0.080915744,-0.109165659,0.111368929
85.91,44.52,120.88,53.18,-0.55,46.2,1,8,0,0.003536576,0.080915744,-0.109165659,0.111368929
48.32,40.94,50.6,48.69,-2.93,46.2,0,1,0,0.024385783,-0.266439771,-0.079593061,-0.059707353
27.85,20.32,33.9,28.91,-1.1,46.2,0,1,0,0.024385783,-0.266439771,-0.079593061,-0.059707353
27.9,20.23,43.24,31.35,-0.93,46.2,0,1,0,0.024385783,-0.266439771,-0.079593061,-0.059707353
27.46,13.92,29.66,18.8,-0.48,46.2,0,1,0,0.024385783,-0.266439771,-0.079593061,-0.059707353
36.67,33.24,36.7,37.2,-0.83,46.2,0,1,0,0.024385783,-0.266439771,-0.079593061,-0.059707353
38.71,25.87,47.36,46.5,-0.23,46.2,0,1,0,0.024385783,-0.266439771,-0.079593061,-0.059707353
30.01,24.71,40.1,35.71,-0.43,46.2,0,1,0,0.024385783,-0.266439771,-0.079593061,-0.059707353
33.47,32.3,44.08,51.85,-0.54,93,0,9,0,-0.080052919,-0.25764612,0.11097875,0.111368929
,,59.20648,55.44668,-0.34,93,0,9,0,-0.080052919,-0.25764612,0.11097875,0.111368929
27.24,18.14,46.18,34.73,-1.08,93,0,9,0,-0.080052919,-0.25764612,0.11097875,0.111368929
35.25,29.41,53.71,46.53,-0.54,93,0,9,0,-0.080052919,-0.25764612,0.11097875,0.111368929
30.56,21.03,43.36,32.57,-0.66,93,0,9,0,-0.080052919,-0.25764612,0.11097875,0.111368929
35.04,27.45,50.78,38.42,-0.94,93,0,9,0,-0.080052919,-0.25764612,0.11097875,0.111368929
27.76,25.85,46.74,36.5,-0.38,93,0,9,0,-0.080052919,-0.25764612,0.11097875,0.111368929
28.02,20.98,41.49,28.5,-0.49,93,0,10,13,0.022043529,0.058335779,-0.002928107,-0.408581199
28.18,13.48,48.33,31.21,-1.16,93,0,10,13,0.022043529,0.058335779,-0.002928107,-0.408581199
24.91,14.02,30,16.66,-0.64,93,0,10,13,0.022043529,0.058335779,-0.002928107,-0.408581199
23.93,17.59,48.31,38.28,-0.33,93,0,10,13,0.022043529,0.058335779,-0.002928107,-0.408581199
23.93,18.19,39.01,29.31,-0.6,93,0,10,13,0.022043529,0.058335779,-0.002928107,-0.408581199
23.64,12.45,27.82,12.81,-0.99,93,0,10,13,0.022043529,0.058335779,-0.002928107,-0.408581199
25.7,18.65,40.05,30.69,-0.79,93,0,10,13,0.022043529,0.058335779,-0.002928107,-0.408581199
24.3,15.28,27.15,27.7,-0.79,93,0,10,13,0.022043529,0.058335779,-0.002928107,-0.408581199
40.55,33.97,49.72,42.03,0.66,7.46,0,29.5,0,-0.358428261,-0.165553728,-0.020832406,0.111368929
39.73,27.35,48.93,37.89,-0.25,7.46,0,29.5,0,-0.358428261,-0.165553728,-0.020832406,0.111368929
37.23,40.17,50.27,61.34,-0.18,7.46,0,29.5,0,-0.358428261,-0.165553728,-0.020832406,0.111368929
25.55,13.36,28.34,29.21,-0.11,7.46,0,29.5,0,-0.358428261,-0.165553728,-0.020832406,0.111368929
31.15,22.22,44.35,38.97,-0.62,7.46,0,29.5,0,-0.358428261,-0.165553728,-0.020832406,0.111368929
35.26,30.7,38.69,35.91,-0.11,7.46,0,29.5,0,-0.358428261,-0.165553728,-0.020832406,0.111368929
32.38,22.12,36.31,27.62,-0.68,7.46,0,21,0,-0.039429299,-0.000178468,-0.130720919,-0.364156377
38.48,28.58,54.49,32.95,-0.69,7.46,0,21,0,-0.039429299,-0.000178468,-0.130720919,-0.364156377
26.99,13.96,34.75,28.34,-0.54,7.46,0,21,0,-0.039429299,-0.000178468,-0.130720919,-0.364156377
31.25,20.13,37.32,21.43,-0.05,7.46,0,21,0,-0.039429299,-0.000178468,-0.130720919,-0.364156377
29.04,23.93,37.43,37.22,-0.6,7.46,0,21,0,-0.039429299,-0.000178468,-0.130720919,-0.364156377
31.91,23.62,39.79,25.58,-0.74,7.46,0,21,0,-0.039429299,-0.000178468,-0.130720919,-0.364156377
28.73,12.41,29.58,19.43,-1,7.46,0,21,0,-0.039429299,-0.000178468,-0.130720919,-0.364156377
38.55,27.56,45.8,34.96,-0.69,7.46,0,21,0,-0.039429299,-0.000178468,-0.130720919,-0.364156377
,,30.66265,17.06717,-0.93,7.46,0,9,0,-0.320146895,-0.245817266,-0.05104201,-0.170251449
39.51,26.65,47.28,37.35,-0.48,7.46,0,9,0,-0.320146895,-0.245817266,-0.05104201,-0.170251449
24.56,12.2,27.56,18.72,-0.94,7.46,0,9,0,-0.320146895,-0.245817266,-0.05104201,-0.170251449
32.03,27.14,40.44,30.81,-0.48,7.46,0,9,0,-0.320146895,-0.245817266,-0.05104201,-0.170251449
25.67,19.61,38.31,28.1,-0.67,7.46,0,9,0,-0.320146895,-0.245817266,-0.05104201,-0.170251449
30.95,21.46,46.33,33.27,-1.14,7.46,0,9,0,-0.320146895,-0.245817266,-0.05104201,-0.170251449
36.37,25.86,41.1,30.82,-0.11,7.46,0,9,0,-0.320146895,-0.245817266,-0.05104201,-0.170251449
29,18.5,34.76,28.84,-2.08,7.46,0,1,0,0.065424031,-0.146395663,-0.493425932,0.111368929
35.01,29.17,45.07,39.9,0.38,2.11,0,18,8,0.065424031,-0.020671228,-0.203181657,0.005403707
37.79,33.78,57.68,37.68,1,2.11,0,18,8,0.065424031,-0.020671228,-0.203181657,0.005403707
41.68,24.32,48.01,34.58,1.18,2.11,0,18,8,0.065424031,-0.020671228,-0.203181657,0.005403707
75.86,43.2,109.48,73.23,0.96,2.11,0,18,8,0.065424031,-0.020671228,-0.203181657,0.005403707
48.74,22.73,79.14,43.68,0.09,2.11,0,18,8,0.065424031,-0.020671228,-0.203181657,0.005403707
38.18,23.78,49.94,34.98,1.29,2.11,0,18,8,0.065424031,-0.020671228,-0.203181657,0.005403707
34.73,21.04,37.56,33.68,-0.54,2.11,0,18,8,0.065424031,-0.020671228,-0.203181657,0.005403707
36.11,26.18,41.02,34.4,0.98,2.11,0,18,8,0.065424031,-0.020671228,-0.203181657,0.005403707
40.23,20.27,38.65,28.03,-0.33,2.11,0,18,8,0.065424031,-0.020671228,-0.203181657,0.005403707
25.63,13.33,35.37,23.61,0.76,2.11,0,18,8,0.065424031,-0.020671228,-0.203181657,0.005403707
27.51,19.83,37.09,28.14,-0.66,2.11,0,18,8,0.065424031,-0.020671228,-0.203181657,0.005403707
49.83,46.38,78.87,58.69,0.56,2.11,0,18,8,0.065424031,-0.020671228,-0.203181657,0.005403707
49.61,43.91,57.05,57.15,2.47,2.11,0,18,8,0.065424031,-0.020671228,-0.203181657,0.005403707
40.34,29.05,44.33,32.47,-0.23,2.11,0,18,8,0.065424031,-0.020671228,-0.203181657,0.005403707
29.47,21.88,42.85,34.47,-0.47,2.11,0,18,8,0.065424031,-0.020671228,-0.203181657,0.005403707
27.63,16.91,30.04,35.1,-0.11,2.11,0,18,8,0.065424031,-0.020671228,-0.203181657,0.005403707
51.52,47.72,86.53,53.84,1.95,2.11,0,18,8,0.065424031,-0.020671228,-0.203181657,0.005403707
49.48,34.71,58.05,46.93,1.51,2.11,0,18,8,0.065424031,-0.020671228,-0.203181657,0.005403707
30.79,28.82,40.85,36.11,0.33,2.11,0,18,8,0.065424031,-0.020671228,-0.203181657,0.005403707
59.67,47.11,76.44,73.5,0.89,2.11,0,18,8,0.065424031,-0.020671228,-0.203181657,0.005403707
39.14,22.45,49.3,33.79,0.87,2.11,0,18,8,0.065424031,-0.020671228,-0.203181657,0.005403707
41.46,30.8,51.79,46.98,0.76,2.11,0,18,8,0.065424031,-0.020671228,-0.203181657,0.005403707
33.56,28.51,46.94,37.59,0.48,2.11,0,18,8,0.065424031,-0.020671228,-0.203181657,0.005403707
42.69,29.19,42.28,46.16,-0.37,2.11,0,18,8,0.065424031,-0.020671228,-0.203181657,0.005403707
27.11,16.15,35.34,20.46,-1.2,37.95,.5,29.5,0,-0.060008619,-0.026704671,-0.033795921,0.020401115
25.95,14.34,27.95,21.06,-0.5,37.95,.5,29.5,0,-0.060008619,-0.026704671,-0.033795921,0.020401115
38.5,20.68,39.28,28.86,0.82,37.95,.5,29.5,0,-0.060008619,-0.026704671,-0.033795921,0.020401115
30.91,25.37,43.1,36.75,-0.75,37.95,.5,29.5,0,-0.060008619,-0.026704671,-0.033795921,0.020401115
29.94,29.48,43.29,46.75,-0.52,37.95,.5,29.5,0,-0.060008619,-0.026704671,-0.033795921,0.020401115
29.44,23.87,36.59,20.36,-0.53,37.95,.5,29.5,0,-0.060008619,-0.026704671,-0.033795921,0.020401115
27.56,22.37,31.75,38.04,-0.45,37.95,.5,29.5,0,-0.060008619,-0.026704671,-0.033795921,0.020401115
37.8,25.84,42.03,28.4,-0.51,37.95,.5,29.5,0,-0.060008619,-0.026704671,-0.033795921,0.020401115
32.86,17.28,34.98,25.32,0.82,37.95,.5,29.5,0,-0.060008619,-0.026704671,-0.033795921,0.020401115
32.96,26.34,48.19,39.26,-0.46,37.95,3,13,0,-0.182294109,-0.172091721,-0.033795921,0.020401115
,,38.51654,35.76335,0.46,37.95,3,13,0,-0.182294109,-0.172091721,-0.033795921,0.020401115
32.24,26.29,42.22,30.04,0,37.95,3,13,0,-0.182294109,-0.172091721,-0.033795921,0.020401115
35.12,28.62,42.01,45.61,0.15,37.95,3,13,0,-0.182294109,-0.172091721,-0.033795921,0.020401115
34.51,27.38,42.83,35.46,-0.27,37.95,3,13,0,-0.182294109,-0.172091721,-0.033795921,0.020401115
29.6,18.65,39.5,21.53,-0.29,37.95,3,13,0,-0.182294109,-0.172091721,-0.033795921,0.020401115
34.88,28.46,41.38,39.94,-0.37,37.95,3,13,0,-0.182294109,-0.172091721,-0.033795921,0.020401115
30.2,21.56,35.64,31.37,-0.43,37.95,0,8,0,-0.182294109,-0.050286794,-0.064327238,0.020401115
22.23,12.62,26.3,12.83,-0.09,37.95,0,8,0,-0.182294109,-0.050286794,-0.064327238,0.020401115
27.89,13.93,30.48,17.41,-0.28,37.95,0,8,0,-0.182294109,-0.050286794,-0.064327238,0.020401115
48.56,45.19,60.56,71.4,1.26,37.95,0,8,0,-0.182294109,-0.050286794,-0.064327238,0.020401115
27.09,27.13,30.04,47.47,-0.38,37.95,0,8,0,-0.182294109,-0.050286794,-0.064327238,0.020401115
25.05,15.14,33.69,19.56,-0.5,37.95,0,8,0,-0.182294109,-0.050286794,-0.064327238,0.020401115
26.25,13.24,28.02,21.39,-0.64,32.95,0,14,0,-0.003490187,-0.0660733,0.298829393,0.111368929
34.68,28.93,40.42,39.6,-0.25,32.95,0,14,0,-0.003490187,-0.0660733,0.298829393,0.111368929
38.92,30.77,51.97,36.45,-0.11,32.95,0,14,0,-0.003490187,-0.0660733,0.298829393,0.111368929
23.96,29.01,45.32,36.44,-0.82,32.95,0,14,0,-0.003490187,-0.0660733,0.298829393,0.111368929
26.28,19.71,27.4,18.68,-0.27,32.95,0,14,0,-0.003490187,-0.0660733,0.298829393,0.111368929
29.26,17.61,43.46,25.48,-0.55,32.95,0,14,0,-0.003490187,-0.0660733,0.298829393,0.111368929
33.12,12.86,37.67,25.15,-0.23,32.95,0,14,0,-0.003490187,-0.0660733,0.298829393,0.111368929
39.69,19.84,47.33,23.74,0.33,32.95,0,14,0,-0.003490187,-0.0660733,0.298829393,0.111368929
36.22,25.48,39.27,28.04,-0.47,32.95,0,14,0,-0.003490187,-0.0660733,0.298829393,0.111368929
35.87,20,43.66,24.98,-0.16,32.95,0,14,0,-0.003490187,-0.0660733,0.298829393,0.111368929
31.51,18.76,42.56,25.59,0.4,32.95,0,14,0,-0.003490187,-0.0660733,0.298829393,0.111368929
46.1,29.53,63.66,35.57,1.21,32.95,0,14,0,-0.003490187,-0.0660733,0.298829393,0.111368929
33.9,24.19,41.36,34.07,-0.52,32.95,0,2,15,-0.215293564,-0.276641939,0.197919627,-0.105140388
26.95,13,29.42,20.31,-1.36,32.95,0,2,15,-0.215293564,-0.276641939,0.197919627,-0.105140388
41.24,25.78,46.39,43.02,-0.67,32.95,0,2,15,-0.215293564,-0.276641939,0.197919627,-0.105140388
25.46,17.41,36,24.6,-1.1,32.95,0,2,15,-0.215293564,-0.276641939,0.197919627,-0.105140388
24.25,19.39,28.34,24.43,-0.64,32.95,0,2,15,-0.215293564,-0.276641939,0.197919627,-0.105140388
37.55,22.2,40.8,31.43,-0.49,32.95,0,2,15,-0.215293564,-0.276641939,0.197919627,-0.105140388
26.34,20.86,33.71,29.26,-0.46,32.95,0,2,15,-0.215293564,-0.276641939,0.197919627,-0.105140388
30.83,20.3,37.15,35.94,-0.26,32.95,0,2,15,-0.215293564,-0.276641939,0.197919627,-0.105140388
27.97,28.15,39.25,36.34,0.11,32.95,0,2,15,-0.215293564,-0.276641939,0.197919627,-0.105140388
39.77,28.5,41.84,35.13,-0.22,17.21,2,5,0,-0.118748913,-0.411437108,-0.393437415,0.046257868
48.38,36.98,70.77,38.51,-0.15,17.21,2,5,0,-0.118748913,-0.411437108,-0.393437415,0.046257868
33.64,33.19,37.21,41.94,-0.31,17.21,2,5,0,-0.118748913,-0.411437108,-0.393437415,0.046257868
27.82,28.69,41.7,31.36,1.06,17.21,2,5,0,-0.118748913,-0.411437108,-0.393437415,0.046257868
28.77,16.44,38.08,20.85,,17.21,2,5,0,-0.118748913,-0.411437108,-0.393437415,0.046257868
30.53,19.65,38.85,26.87,0.2,17.21,2,5,0,-0.118748913,-0.411437108,-0.393437415,0.046257868
33.44,26.2,35.55,41.25,-0.45,17.21,2,5,0,-0.118748913,-0.411437108,-0.393437415,0.046257868
33.37,29.47,36.36,33.18,-0.11,17.21,2,5,0,-0.118748913,-0.411437108,-0.393437415,0.046257868
31,24.6,34.65,28.68,-0.38,17.21,2,5,0,-0.118748913,-0.411437108,-0.393437415,0.046257868
33.12,19.57,36.08,31.44,-0.07,17.21,2,5,0,-0.118748913,-0.411437108,-0.393437415,0.046257868
33.02,21.07,41.38,28.64,-0.21,17.21,2,5,0,-0.118748913,-0.411437108,-0.393437415,0.046257868
31.15,24.17,39.7,27.71,-0.48,17.21,2,5,0,-0.118748913,-0.411437108,-0.393437415,0.046257868
33,41.79,37.79,46.9,-0.39,17.21,2,5,0,-0.118748913,-0.411437108,-0.393437415,0.046257868
28.84,19.77,32.48,30.58,-0.03,17.21,2,5,0,-0.118748913,-0.411437108,-0.393437415,0.046257868
26,17.97,30.72,21.91,0.63,17.21,2,5,0,-0.118748913,-0.411437108,-0.393437415,0.046257868
32.83,19.64,35.99,26.86,0.12,17.21,2,5,0,-0.118748913,-0.411437108,-0.393437415,0.046257868
26.43,20.39,36.47,32,-0.51,17.21,2,5,0,-0.118748913,-0.411437108,-0.393437415,0.046257868
29.75,18.58,42.05,27.74,0.04,17.21,2,5,0,-0.118748913,-0.411437108,-0.393437415,0.046257868
46.25,40.64,49.53,42.63,-0.08,17.21,2,5,0,-0.118748913,-0.411437108,-0.393437415,0.046257868
33.73,24.98,40.09,34.8,0.27,17.21,2,5,0,-0.118748913,-0.411437108,-0.393437415,0.046257868
23.85,18.07,27.84,21.63,-0.66,17.21,2,5,0,-0.118748913,-0.411437108,-0.393437415,0.046257868
32.27,19.78,36.83,25.55,0.16,17.21,2,5,0,-0.118748913,-0.411437108,-0.393437415,0.046257868
47.8,40.11,57.98,47.56,0.33,17.21,2,5,0,-0.118748913,-0.411437108,-0.393437415,0.046257868
48.56,45.53,62.75,55.93,1.37,0,15,17,4,0.448238075,0.387013368,0.133292739,0.111368929
36.14,55.17,50.18,69.39,-0.03,0,15,17,4,0.448238075,0.387013368,0.133292739,0.111368929
56.44,47.25,78.06,50.15,0.2,0,15,17,4,0.448238075,0.387013368,0.133292739,0.111368929
52.33,36.37,85.73,56.38,2.47,0,15,17,4,0.448238075,0.387013368,0.133292739,0.111368929
33.61,35.33,50.14,46.25,0.52,0,15,17,4,0.448238075,0.387013368,0.133292739,0.111368929
60.05,44.39,99.14,58.85,1.32,0,15,17,4,0.448238075,0.387013368,0.133292739,0.111368929
39.02,37.89,56.48,49.45,1.62,0,15,17,4,0.448238075,0.387013368,0.133292739,0.111368929
30.86,21.31,46.95,45.74,-0.27,40.51,5,10,0,0.318096567,-0.241415772,-0.467128981,0.111368929
30.31,17.33,44.63,30.62,-0.34,40.51,5,10,0,0.318096567,-0.241415772,-0.467128981,0.111368929
37.49,28.91,44.62,35.31,-0.46,40.51,5,10,0,0.318096567,-0.241415772,-0.467128981,0.111368929
25.49,13.39,36.42,24.53,-0.44,40.51,5,10,0,0.318096567,-0.241415772,-0.467128981,0.111368929
35.67,46.35,49.82,59.69,0.21,52.38,0,18,7,0.22344151,-0.053191379,0.015291476,-0.059707353
32.8,26.73,35,28.47,-0.23,52.38,0,18,7,0.22344151,-0.053191379,0.015291476,-0.059707353
24.99,17.45,30.04,21.07,-0.35,52.38,0,18,7,0.22344151,-0.053191379,0.015291476,-0.059707353
49.66,31.02,86.76,46.26,-0.74,52.38,0,18,7,0.22344151,-0.053191379,0.015291476,-0.059707353
30.95,29.58,38.93,34.86,0.07,52.38,0,18,7,0.22344151,-0.053191379,0.015291476,-0.059707353
24.5,15.54,26.88498,17.73,-0.51,52.38,0,18,7,0.22344151,-0.053191379,0.015291476,-0.059707353
25.39,17.83,36.22,32.67,-0.54,52.38,0,18,7,0.22344151,-0.053191379,0.015291476,-0.059707353
43.45,38.35,74.53,57.87,-0.07,52.38,0,18,7,0.22344151,-0.053191379,0.015291476,-0.059707353
36.53,32.74,51.37,49.32,,52.38,0,18,7,0.22344151,-0.053191379,0.015291476,-0.059707353
25.24,21.3,33.65,27.63,-0.34,52.38,0,18,7,0.22344151,-0.053191379,0.015291476,-0.059707353
31.3,26.68,40.36,27.46,-0.45,52.38,0,18,7,0.22344151,-0.053191379,0.015291476,-0.059707353
48.88,31.2,52.32,42.17,-0.03,52.38,0,18,7,0.22344151,-0.053191379,0.015291476,-0.059707353
35.66,26.98,44.22,42.89,-0.47,52.38,0,18,7,0.22344151,-0.053191379,0.015291476,-0.059707353
24.82,15.98,28.09,21.8,-0.87,52.38,0,18,7,0.22344151,-0.053191379,0.015291476,-0.059707353
22.83,12.55,28.2,13.08,-1.15,52.38,0,18,7,0.22344151,-0.053191379,0.015291476,-0.059707353
28.14,26.72,32.53,46.79,-0.33,52.38,0,18,7,0.22344151,-0.053191379,0.015291476,-0.059707353
40.68,28.63,44.63,34.76,-0.19,52.38,0,18,7,0.22344151,-0.053191379,0.015291476,-0.059707353
49.46,37.81,76.16,37.67,0.79,52.38,0,18,7,0.22344151,-0.053191379,0.015291476,-0.059707353
23.54,17.83,29.17,19.46,-0.64,52.38,0,18,7,0.22344151,-0.053191379,0.015291476,-0.059707353
25.07,13.38,31.22,19.73,-0.17,52.38,0,18,7,0.22344151,-0.053191379,0.015291476,-0.059707353
23.04,13.29,28.07,18.44,-0.24,52.38,0,18,7,0.22344151,-0.053191379,0.015291476,-0.059707353
29.58,28.78,45.33,44.55,-0.1,52.38,0,18,7,0.22344151,-0.053191379,0.015291476,-0.059707353
32.64,36.24,36.09,51.04,1,52.38,0,18,7,0.22344151,-0.053191379,0.015291476,-0.059707353
35.42,39.55,48.35,64.73,-0.42,42.11,3.5,1,0,-0.442432384,-0.173794108,-0.066332343,0.046257868
34.41,28.63,35.41,30.41,-0.43,42.11,3.5,1,0,-0.442432384,-0.173794108,-0.066332343,0.046257868
24.96,17.85,29.12,28.03,-0.52,42.11,3.5,1,0,-0.442432384,-0.173794108,-0.066332343,0.046257868
24.02,20.42,32.22,22.7,-0.8,42.11,3.5,1,0,-0.442432384,-0.173794108,-0.066332343,0.046257868
24.02,12.72,25.88,15.21,-0.75,42.11,3.5,1,0,-0.442432384,-0.173794108,-0.066332343,0.046257868
24.39,18.03,32.98,28.59,-0.19,42.11,3.5,1,0,-0.442432384,-0.173794108,-0.066332343,0.046257868
24.06,17.8,32.22,20.65,-0.88,42.11,3.5,1,0,-0.442432384,-0.173794108,-0.066332343,0.046257868
41.12,22.33,46.02,30.47,-0.12,,0,13,1,0.080991328,-0.100822015,0.058557276,-0.200788819
32.1,19.97,38.05,29.45,0.11,,0,13,1,0.080991328,-0.100822015,0.058557276,-0.200788819
45.72,40.7,50.34,46.57,-0.08,,0,13,1,0.080991328,-0.100822015,0.058557276,-0.200788819
30.73,16.5,34.09,19.67,-0.45,,0,13,1,0.080991328,-0.100822015,0.058557276,-0.200788819
26.45,18.57,35.26,23.19,-0.28,,0,13,1,0.080991328,-0.100822015,0.058557276,-0.200788819
31.65,18.22,38.55,25.81,-0.41,,0,13,1,0.080991328,-0.100822015,0.058557276,-0.200788819
32.05,22.93,39.52,29.79,-0.5,,0,13,1,0.080991328,-0.100822015,0.058557276,-0.200788819
35.52,22.84,38.95,27.43,-0.3,,0,13,1,0.080991328,-0.100822015,0.058557276,-0.200788819
26.72,24.52,33.98,30.73,0.77,,0,13,1,0.080991328,-0.100822015,0.058557276,-0.200788819
,,37.46,28.34,-1.19,,0,13,1,0.080991328,-0.100822015,0.058557276,-0.200788819
30.63,21.62,44.75,35.68,-0.16,,0,13,1,0.080991328,-0.100822015,0.058557276,-0.200788819
36.16,39.66,56.13,38.68,0.73,,0,13,1,0.080991328,-0.100822015,0.058557276,-0.200788819
33.02,22.3,37.33,28.24,-0.37,,0,13,1,0.080991328,-0.100822015,0.058557276,-0.200788819
29.2,22.35,37.84,35.92,0.4,,0,13,1,0.080991328,-0.100822015,0.058557276,-0.200788819
,,24.44,11.57,0.62,,0,13,1,0.080991328,-0.100822015,0.058557276,-0.200788819
32.89,26.03,40.04,33.68,-0.51,,0,13,1,0.080991328,-0.100822015,0.058557276,-0.200788819
32.58,24.02,48.07,32.75,-0.52,,0,13,1,0.080991328,-0.100822015,0.058557276,-0.200788819
38.09,28.25,45.58,32.68,-0.31,,0,13,1,0.080991328,-0.100822015,0.058557276,-0.200788819
,,48.13,38.97,-0.2,,0,13,1,0.080991328,-0.100822015,0.058557276,-0.200788819
29.09,29.95,41.79,39.69,0.43,,0,13,1,0.080991328,-0.100822015,0.058557276,-0.200788819
32.93,22.47,36.86,27.9,-0.44,,0,13,1,0.080991328,-0.100822015,0.058557276,-0.200788819
33.21,24.19,44.16,28.01,-0.68,42.86,0,4,12,-0.151246628,0.1865217,0.063490305,-0.208077504
33.93,25.04,40.76,33.08,-0.57,42.86,0,4,12,-0.151246628,0.1865217,0.063490305,-0.208077504
26.01,18.69,28.53,20.97,-0.07,16.29,0,16.5,0,-0.317390012,-0.17707259,-0.255608937,0.111368929
33.41,24.67,48.25,31.57,0.48,16.29,0,16.5,0,-0.317390012,-0.17707259,-0.255608937,0.111368929
25.32,19.36,38.4,28.09,-0.38,16.29,0,16.5,0,-0.317390012,-0.17707259,-0.255608937,0.111368929
28.75,18.45,31.12,21.04,,16.29,0,16.5,0,-0.317390012,-0.17707259,-0.255608937,0.111368929
31.96,26.49,41.53,28.93,1.14,16.29,0,16.5,0,-0.317390012,-0.17707259,-0.255608937,0.111368929
34.24,25.84,43.86,31.41,-0.03,16.29,0,16.5,0,-0.317390012,-0.17707259,-0.255608937,0.111368929
35.24,22.22,36.12,24.24,-0.66,16.29,0,16.5,0,-0.317390012,-0.17707259,-0.255608937,0.111368929
33.54,26.56,48.6,37.21,-0.48,16.29,0,16.5,0,-0.317390012,-0.17707259,-0.255608937,0.111368929
34.24,29.02,51.15,35.22,0.22,16.29,0,16.5,0,-0.317390012,-0.17707259,-0.255608937,0.111368929
30.69,20.65,41.57,32.51,1.09,16.29,0,16.5,0,-0.317390012,-0.17707259,-0.255608937,0.111368929
37.24,32.41,51.07,35.63,0.9,16.29,0,16.5,0,-0.317390012,-0.17707259,-0.255608937,0.111368929
34.28,26.36,46.66,38.69,0.28,16.29,0,16.5,0,-0.317390012,-0.17707259,-0.255608937,0.111368929
29.24,28,46.67,40.19,1.86,16.29,0,16.5,0,-0.317390012,-0.17707259,-0.255608937,0.111368929
23.55,16.13,33.54,19.98,-0.28,16.29,0,1,0,-0.016237838,-0.264755385,-0.143127867,0.020401115
27.88,15.77,48,37.76,0.36,16.29,0,1,0,-0.016237838,-0.264755385,-0.143127867,0.020401115
32.25,20.98,47.73,25.79,-0.12,16.29,0,1,0,-0.016237838,-0.264755385,-0.143127867,0.020401115
,,41.74552,24.58237,-0.82,16.29,0,1,0,-0.016237838,-0.264755385,-0.143127867,0.020401115
32.75,21.98,39.82,26.1,0.3,16.29,0,1,0,-0.016237838,-0.264755385,-0.143127867,0.020401115
24.8,15.4,45.91,29.39,-0.38,16.29,0,1,0,-0.016237838,-0.264755385,-0.143127867,0.020401115
24.92,19.26,36.07,29.29,-0.86,29.5,0,14,0,0.108389906,0.13086595,0.044124263,0.111368929
36.18,28.39,51.57,42.39,0.1,29.5,0,14,0,0.108389906,0.13086595,0.044124263,0.111368929
37.27,27.99,49.09,42.05,0.5,29.5,0,14,0,0.108389906,0.13086595,0.044124263,0.111368929
28.06,15.64,33.73,14.8,-0.37,29.5,0,14,0,0.108389906,0.13086595,0.044124263,0.111368929
